,comment_text,TOXIC
421,"Well, I see FutPerf is getting quite angry now, insulting other editors also. And again their goal is make the point that the First Bulgarian Empire and the Second Bulgarian Empire are not Bulgarian or at least not related, which helps their long term strategy for the invention of a Macedonian nation and state, think Bulgarian Tsar Samuel, etc. which existed from antiquity and the middle ages. That's it. Tropcho, correctly pointed out that direct political continuity is completely unimportant for the info box, no other country cares for this in their info box, neither Spain, Germany, Ireland, Poland, etc. What is important is to show how Bulgaria formed thru the ages.",0
422,"Salutations J.A.P., welcome to Wikipedia. Perhaps you might find WP:HOCKEY of interest.",0
423,Be careful who you call a moron.,1
424,"""

 Leadbeater Biography 

SmackBot problem

Rich-  Regarding the C.W.Leadbeater biography article,http://en.wikipedia.org/wiki/Charles_Webster_Leadbeater, on 12 Dec """"Philosophus"""" improperly reverted my extensive revision of Dec 9. I removed all the smears and slanders from the article yet he accuses me of having a NPOV problem. No editor has the right to revert the good faith contribution of another editor, I will undo his improper revert.  As you made a minor edit or two since then, your edits will probably be lost, also. Please communicate specifically what faults you find in the text and maybe we can work out some compromise wording, if you are knowledgeable in the subject.  If you are not knowledgeable you have no business editing this article.        

""",0
425,"""

Quoting Hoppe first; Detailing Kinsella's important points
At this diff I put in the """"Democracy"""" section Hoppe's earlier comment first and followed with more about what Kinsella said, i.e.,:
Stephan Kinsella writes that Hoppe's critics have accused Hoppe of """"homophobia, bigotry, and the like"""" based on these passages. Kinsella wrote that that Hoppe's discussion of """"physically removing"""" homosexuals and other groups only applied to """"private, covenant-based communities"""" centered around traditional values. He shared a letter Hope wrote to him saying """"the gay couple down the street who mind their own business would not be expelled, but only those who are openly hostile to the basic heterosexual or private property basis of society.""""
As I said in my edit summary, just because some choose to totally take his comments about of context and attack him, does NOT mean that Wikipedia should be used for the same purpose. '' - talkie talkie🗽 """,0
426,"""
The fact of the matter is that Toei and Bandai have been using """"Gorenger"""" to exclusively refer to the first Super Sentai series since at least 2006. Every subsequent series that has the レンジャー ending has been """"-ranger"""". You can see this sort of thing on any of the print material released by them lately has it as """"Gorenger"""", while all the others have been """"Turboranger"""", """"Zyuranger"""", """"Dairanger"""", """"Kakuranger"""", """"Ohranger"""", """"Carranger"""", """"Megaranger"""", """"Timeranger"""", """"Gaoranger"""", """"Abaranger"""", """"Dekaranger"""", """"Magiranger"""", and """"Gekiranger"""". I believe """"Gorenger"""" is also plastered across their vehicles.—Ryulong (竜龙) """,0
427,""" 
|-
|}
mark nutley has suggested, """"Instead of people edit warring they really ought to use the newest sources. """"Three to five million of this number died in Ukraine and in the heavily Ukrainian-populated northern Kuban, among the richest grain producing areas in Europe.""""""""
[Norman M. Naimark. Stalin's Genocides Princeton University Press, 27 August 2010, p. 70][http://books.google.com/books?id=F3UwF1eqb0AC&lpg;=PP1&pg;=PA70#v=onepage&q;&f;=false""",0
428,"I see that you just can't help yourself. If you saw my being blocked as a reason to be victorious and now feel like keep 'telling' on me to the administrator please do not use my talk page for that, go the administrators' noticeboard where the initial complaint was posted and add yet another post. Concerning your advice on what I need to 'familiarize myself with' apply it right back at yourself, especially regarding WP:CONS and please understand that consensus is a product of a prior discussion not just any piece Wikipedia text that stayed unedited for a while.",0
429,"Gay 

The existence of CDVF is further proof that  is a sad twat. He is also very ugly, and has a willy for a face.",1
430,"""
Unfortunately, judging from previous """"warnings,"""" some people here have a rather unusual view of what personal attacks are. Pointing out that the individuals accusing me of using sockpuppets were incorrect  and in fact the two main people making the accusations have been harassing me for months and had used sockpuppets and meat puppets themselves for getting around edit conflicts and to stack votes on a Request for Admin proceding, as pointed out by several editors at the time  certainly cannot be considered a personal attack. Pointing out that admins did not have any actual policy basis to make the blocks is not a personal attack (and it has, in fact, been confirmed by the overruling of the blocks more than once). 

Frankly, if you are looking for personal attacks, try yourself for your AGF-violating attacks on my actions based upon limited information and actually misleading information given to you by other individuals, or David Gerard for claiming that I am """"trolling"""" when all i am doing is defending myself from false accusations of others. It's very clear that a number of people here need to realize that the very things they are accusing me of and trying to justify for a block are exactly what they themselves are doing from behind the pretense of trying to solve things.

If you want to start blocking for incivility, I might suggest removing David Gerard for a while for his actions, or Elonka for falsely claiming that I was using sockpuppets or that I was harassing her, or the sysop whose very talk page says he's going to go around blocking people no questions asked and in fact did so after I caught him restoring placing illegal information on how to pirate software an article talk page. Rules should apply to everyone, and a number of people have been getting away with pretty flagrant violations and trying to rationalize them away by just labeling me as an alleged problem editor and not taking any sort of responsibility for their own actions.  """,0
431,"Looks good to me. I think a nice pic of Midtown from across the East River would be the best possible addition to the montage, but there isn't one currently available on wiki commons.",0
432,"Perhaps the question is more of philosophy than of mathematics, and we don't have any regulars at WikiProject Math who are philosophers of mathematics?  (t | c)",0
433,"Except for the fact that there's no information for the table, NO confirmation on number of episodes (why don't you just put 50 in?), so it's just clutter - and NOT vandalism. 220.245.146.235",0
434,"Right  on may 26, 1863 which is not the stars and bars ( )",0
435,Perhaps GoodDay you could provide a diff for this thought as I am unaware of it. BTW I hope the move is going/went ok!,0
436,"""
 It is also unfair that I can't respond to the allegations.  (talk) """,0
437,I NEVER FUCKING MADE THIS MOTHER FUCKING ARTICLE I JUST FUCKING EDITED IT AND THAT WAS A FUCKING LONG TIME AGO FUCKING ASSHOLES! PISSING ME OFF @,1
438,"Has anyone ever considered including tag-team edit warring as a 3RR violation? When two people act in tandem (unintentionally or intentionally) to make the same revert four times, they may not technically violate the 3RR rule, but they certainly do so in spirit.  This was the problem on both sides in the edit war on the Canada page, and precisely what I wanted to avoid on the Dominion page. Would it not be easier to warn editors as you did here rather than shut down pages for weeks at a time as was done in the Canada case? I'm sure this would cure the escalation problem without blocking access to pages. Any comments on this?",0
439,"Fucked with the wrong muchacho.  21:19, July 23, 2005 (UTC)",1
440,"Thanks but an unblock would be a compromise.  I live on the margins here, creating articles on various subjects, then see them deleted. It's a form of performance art.  Many of them don't get deleted.  Medieval philosophy is still there and History of Logic, to name a few.  I'm one of those people they just don't know what to do with, and I like it like that.  86.184.133.167",0
441,""":Yes, I do hope to get it to GA status in the future. ) WP:MOSTV states that for fictional characters, their storylines should come first, and then the information on their creation and characterization. It makes more sense to read about what storylines the character has been involved in, before going into the production of it all. The same style is used for articles on books, films and television shows/episodes. '''16 

""",0
442,"Hi 

Im a fucking bitch.

50.180.208.181",1
443,"Please educate me as to how this article is a copyright infringement and, if so, from which source. Once this has been established could you explain how best to rectify the situation. Thank you",0
444,"Men's ranking Figure: While nice to look at, misses key time between 2010 Olympics and 2010 World Championships 

That's all there is to it in the title. IIHF lists a 2010 post-olympics ranking, and 2010 ranking (presumably post-WC). To exclude this period is incorrect, as it is a time where Canada was ranked 1st overall, Russia 2nd. The same issue will happen this year as rankings will change twice (after Olympics and again after WC).70.73.141.146",0
445,There are many broken nostrils in this pancreas,0
446,"That last line (the new version is better) is YPOV.  This 'new'(your) version just complicates the issue and makes the article less simple to read.  Tell me, why MUST Boston be mentioned as a cultural and business hub at all?  This seems to be at the heart of your bias.  It appears as you want the viewers to get from reading it that Boston is somehow the nerve center and city that New England revolves around and looks up to.  Why MUST this illusion be on the page?",0
447,"(UTC)
It sounds wrong because first it reads are which is present-tense-ee and then it reads used which is the past tense, i reworded the whole thing to past-tense because we are discussing already published works as opposed to works being published or yet to be published.   Arnfjörð [ Bjarmason]  10:21, 2004 Sep 12",0
448,And you took your time to answer.,0
449,"""

 Yobot: incorrect DEFAULTSORT 

Hi, Yobot  an incorrect DEFAULTSORT. It's puzzling as to why it didn't recognize the article as being about a person. Among other clues, it included birth and death dates at the top, as well as a  (which Yobot substituted to additionally include the correct DEFAULTSORT).  • XAЯAbИAM """,0
450,"Biased, unreliable,emotionally written by armenin wiki editors==
Pls, stop using the wikipedia for your dirty propaganda and lobbying purposes. There was no genocide. THis is a amyth advanced by the armenian church and armenian fundamentalist fascists. A nation can not be subject to a egnocide when it has several heros for whom you can see statues in yerevan (Irevan),. jews don't have it. The resolution is the act of some sold congressmen who want to appease the armenian lobby. it has no reliable, valid and neutral content. It is kjust a piece of dirty and lie facts presented and written by christian missionaries working to kill Turks and Kurds in 1910s. You can claim to be subject to genocide as much as you want. But this thing did never happen. Some armenian fundamentalists and fascists, who were killing Kurds, Turks and Azerbaijanis, were killed by great sons of the Turkic nation and I am proud of them. Go and propogate your lie as much as you can. YOu will achieve nothing. raman

==",0
451,Add Mobile porn as additional WP:ALSO link,1
452,"Smer-SD 

Why is the Slovak party Smer-SD between Non-Inscrits? They are regular Socialists. They used to be out of PES, but that was settled pretty long ago. Liberal Nationalist",0
453,"2007 (UTC)

Has anyone considered how matter (the stuff we are all made from) actually interact with time and time travel? If I were to travel back in time, would I be 'frozen' and isolated in spacetime, whilst everything else around me travel backwards in time, or will I also physically and biologically travel back in time, that is I get younger and younger, and then disappear because I was not yet created, thus defeating the Grandfather Paradox? Although if it were possible for signals (or information) to travel backwards and forwards in time, does this possibility automatically extend to matter as we know it (ie particles giving rise to electrons, protons and neutrons, and ultimately biological beings such as ourselves)?  02:30, 30 July",0
454,"""
I want to offer you a tremendous """"thank you"""" for your suggestions, which I believe will be paramount to the successful inclusion of RantMedia.  I've vastly improved the article since the AfD nomination as well as  since yesterday afternoon.  I wasn't clear to me what was necessary to be done with the article, and you were truly the first to really answer my question of """"what is it going to take?"""".  So from the bottom of my heart, thank you.  ₪—  (T·C) """" """,0
455,"""

I have to laugh when watching the supposedly BRITISH national news, with guys barely up to their ankles in snow implying that Ragnarok is upon us, yet on the same day, when trees are being blown down and main roads being blocked by snow in Scotland, it doesn't seem to be noteworthy. Scotland routinely gets ignored on the """"national"""" news, and even people from the north of England were complaining about the fuss made by the southern oriented news. Tourists appear to be amazed that things are falling apart because of something like this. My mother had a very good giggle at the reporters live in Trafalgar Square in a couple of inches of snow, or beside a main road, barely ankle deep.194.106.220.19  Lance Tyrell""",0
456,"A friendly advice, if you have to refer to me, kindly use Cult Free and not only Cult. )",0
457,"""

Great links, IMO the American people are on the whole good and decent, but the so called leaders are fully controlled by an Elite bent on domination and control. This whistelblower says the same. .  talk """,0
458,"Queen's University 

As stated previously, I am quite pertrubed and to be quite honest, frustrated that you would remove the section pertaining to the university's traditions. Do you have a personal vendetta against the institution or dislike it? For whatever reason you removed the compliation of material regarding the Jackets and other traditions, which I find odd considering similar traditions have been allowed to remain on other university Wikipedia pages. Mindlessly deleting material without group consent constitutes vandalism and, while I am sure that your intention was not malicious, it was a short-sighted move on your part. Please allow us to discuss this in greater detail.",0
459,""", 20 January 2013 (UTC)
The argument at WP:NATURAL seems to rely on showing that the other name is common, so you need to prove that the other name is common. Numbers might help a bit. Also, above we are told that """"Gohatto"""" rather than 御法度 is the name of the film in Japan, but this turned out to be false. Incidentally, Ryuhei Matsuda, it seems to me, looks more like his mother than his father. What do you think? Also, how authentic is the portrayal of the Shinsengumi in this film? Do you have any historical insights?   15:12""",0
460,"""

Unspecified source for Image:Metropolitan_of_Moscow_Makariy_Nevskiy.jpg

Thanks for uploading Image:Metropolitan_of_Moscow_Makariy_Nevskiy.jpg. I noticed that the file's description page currently doesn't specify who created the content, so the copyright status is unclear. If you did not create this file yourself, then you will need to specify the owner of the copyright. If you obtained it from a website, then a link to the website from which it was taken, together with a restatement of that website's terms of use of its content, is usually sufficient information. However, if the copyright holder is different from the website's publisher, then their copyright should also be acknowledged.

As well as adding the source, please add a proper copyright licensing tag if the file doesn't have one already. If you created/took the picture, audio, or video then the  tag can be used to release it under the GFDL. If you believe the media meets the criteria at Wikipedia:Fair use, use a tag such as  or one of the other tags listed at Wikipedia:Image copyright tags#Fair use. See Wikipedia:Image copyright tags for the full list of copyright tags that you can use.

If you have uploaded other files, consider checking that you have specified their source and tagged them, too. You can find a list of files you have uploaded by following [ this link]. Unsourced and untagged images may be deleted one week after they have been tagged, as described on criteria for speedy deletion. If the image is copyrighted under a non-free license (per Wikipedia:Fair use) then the image will be deleted 48 hours after . If you have any questions please ask them at the Media copyright questions page. Thank you. Do you want to opt out of receiving this notice?  hi! """,0
461,"40 Percent Koreans eat Dog Meat ( Koreans have tried). Not regular Korean Food Diet.
Don't genearalize or finger point that all Koreans eat Dogmeat. That isn't true.",0
462,Support Lets protect and save this page from User:Balagonj786. This page has full of errors and invalid references.,0
463,"Apparently - I thought Tom was offline and filed an edit-warring report, and YellowMonkey picked it up before Tom mentioned the page protection.  We'll see if it sticks.",0
464,"Newsletter draft ready 

Hi Dank,

I have prepared an initial draft of our drive wrap-up newsletter at Wikipedia:WikiProject Guild of Copy Editors/Newsletters/April 2012; if you could find the time to check it over before it goes out, that would be super. Thanks.",0
465,should be omitted entirely''.,0
466,"Is that not a true description on a booger, if not then prove to me what is!",0
467,"Stay off my talk page, stalker. 12.39.2.83",0
468,"Anthony de Mello 

Hi I need this page written: Anthony de Mello. It currently redirects to a priest. Do you have any suggestions on the dab title (cricketer)?",0
469,"""
Thanks! And happy new year to you too!   ''''''  Let's talk about it! """,0
470,more mature way. Central posted 6,0
471,"Stop Vandalizing my USERPAGE! 

I know it's someone from here.",0
472,Oppose. I do not think a merge is a good idea.,0
473,"Maybe, but that does not lead to the conclusion that the TAIP aircraft remained in Africa and did not return back after ferrying the soldiers. The article on colaco.net also does not shed any light on this.",0
474,"Thanks 

Thanks for the thanks. I just leave them in my watchlist after I found an archive full of vandalism a while back. Given that it was slashdotted, I suspect we will see a bit more of it. I might get someone else to fully protect it if it continues (I can't do it because of COI). I would also like to thank you for keeping an open mind. Changing !votes is an encouraging sign of Good Faith. Regards.",0
475,"Hello...

(If you're interested... we could really use your help!)",0
476,"F**K ALL RIDES AT WORLDS OF FUN  

I hate all rides at Worlds of Fun because they are sh_tty and boring. All ride operators at WOF should be fired sued and hanged. Burn all WOF coasters. Arrest all WOF park operators! Assassinate all WOF customers! I heard that a boy died on Timberwolf on August, 2014. That's stupid! Worlds of Fun should have nown better to built that sh_t ride. Worlds Of Fun cares about money and prophet moar than they're customers. Burn that sh_t park down! F**K YOU RIDES! WorldS Of Fun is dangerouser than GRround Zero and Area 51. 

Worlds of Fun should burn in Hell!",1
477,"As to Job for you 

Sure thing - as soon as I find time for that. Also, I notifyed NovaNova asking him to start editing the http://en.wikipedia.org/wiki/Croatisation. This guy knows a lot about Croats and their history.",0
478,"Oh ok, I just wanted to see what people thought. Anyway its up for CSD. Hey do you like my talk page? I hope you don't mind )    talk ER",0
479,"Wrong! The capital is Podgorica as it has always been since July 13, 1946. The seat of government, parliament, AND PRESIDENT is in Podgorica. Cetinje is only the seat of the Kingdom of Montenegro in exile. And besides, only capital cities have embassies, and Podgorica has them and do you see any in Cetinje, no. Besides, no one in Montenegro nor in the world say that Cetinje is the capital of Montenenegro, but instead, they say it is Podgorica. And also, that consitution was adopted in 1992, very outdated, and a new one is due next year.",0
480,"Mark II subsec
I removed the Mark IIx subsections and made them bulleted lists.  There was no reason, in my eyes, to subsec one line of information. //",0
481,"""

 Can there be a more concise listing? 

The listing of """"other inventions"""" is profoundly vague. Why group 4 different categories together? Why even mention things that the chinese received purely from outside sources? There should be a much more complete, well managed list of chinese developments, which I've yet to find- along with how these were transmitted globally, and whether or not places like Europe got them purely from the Chinese.

This really needs the attention of people with some remote expertise, which I guess is somewhat there when Needham's work, which is profoundly rare in private collections was cited- not like the arrogant bigoted ass who was crying about chinese nationalism, yet then went onto say that they only invented noodles.

And besides, why are things like the cannon and porcelain listed under """"other inventions""""? Who developed these independently?""",0
482,"In history there could be a consensus view or a mainstream view, in theology there is no mainstream or consensus view, since most of theology depends upon the church membership of the theologian. Historical scholarship aims at universality and objectivity, while theology makes no such claims. It is true that there are millions who believe that JEDP was birthed in hell (or would believe it if they knew what JEDP means), so in principle their view is notable, but as Enns said, it is a fringe view in the academe, even among scholars who actually disagree with JEDP. The sources used to build Wikipedia are academic sources, therefore JEDP and its 20-21st century offspring are given by default the weight they have inside the academia, while the view of the fundamentalists is treated according to WP:UNDUE. This does not mean that Wikipedia could say that the fundamentalists are theologically wrong (Wikipedia has no theology of its own), but it is entitled to say that inside historical scholarship they are a fringe view. Of course, this does not exclude serious scholarship done at religious faculties, since as Ehrman said in one of his bestsellers, US mainline Protestant and Catholic theological seminaries and divinity schools do teach mandatory historical criticism classes. So, in a sense, scholars from such faculties are thoroughly acquainted with historical criticism and built their careers upon its assumptions. Only fundamentalist seminaries and divinity schools choose to default against historical criticism. They are free to do this, but this cuts against their claims of being mainstream historians.",0
483,"Well, i'm sorry, but attacking me and my edits is exactly what you're doing...wow, there's some seriously snotty people on wikipedia!!! And yes, there is a need to separate the featured single, 100% DEFINITLY!!!!!!!!!",0
484,"""== TfD nomination of Template:SilentRedirect ==

Template:SilentRedirect has been nominated for deletion. You are invited to comment on the discussion at Wikipedia:Templates for deletion#Template:SilentRedirect. Thank you.   | (talk) 

 Watermarks 

I shall remove the obvious ones, the less obvious ones stay. I am allowed to watermark images with anything whatsoever I wish to, even if it's a contradiction, and if you wish me to use up further WP  bandwidth by re-uploading them, that has no effect on me. I can't do anything until this evening, and if any get deleted, I shall reupload them. Yours without respect (talk|email) 
You could have the grace to reply. I said that I'd deal with them this evening, but only the ones where the watermark is visible from the page. So *** off (talk|email) 
I am planning to re-upload them with less obtrusive watermarks, such as that on Image:Bliss parody.jpg. (talk|email) 
It wasn't vandalism; I used an external link as per your instructions, which incidentally I'm not bound to follow. I am certainly on the verge of requesting mediation, as you are disrupting my life, never mind WP, to make a point. I will tell you one more time: any images are better than none. If you wish to get your own pix of all the concerned images, you're damn welcome to try, but they are GFDL therefore there's no grounds for removal. (talk|email) 
PS - I shall add the external link again, not as an image, and if you remove it I shall make a formal complaint to the Wikimedia Foundation, and the Information Commissioner in London. (talk|email) 

, your conduct is a little off in this matter. While I'm all for discussing the issues with users, let's keep it civil please? Thanks.  (talk) 

 I disagree, Rob - it is far more than """"a little"""" off. Images watermarked as such are not in any way appropriate for Wikipedia. This is an encyclopædia, not a pet image project. If """"TheDoctor10"""" isn't happy to play ball, he can go elsewhere.
  (talk) 

I am proposing a change to the image use policy to forbid watermarked images. Please voice an opinion at Wikipedia_talk:Image_use_policy#User-created_images -Thanks - talk 

I edit from the United Kingdom, and under the 1990 Computer Misuse Act, the editing of information online is illegal, without permission. The button at the top of every page that says """"Edit this page"""", among other things, constitutes that permission, while the policies and guidelines form conditions. Since there is no condition against my image, it has a legal right to be there. Q.E.D. (talk|email) 
True, but therefore your addition fails under the same logic. Also, Wikimedia own the servers, it's their right to delete it. 13ID:540053 
Apologies to Ed for invading his talk page, but what a load of rubbish! Wikipedia are under no legal obligation whatsoever to host your images, regardless of whether they meet any policy. I have no idea under what flawed logic you presume that the fact you can edit Wikipedia means that your edits must legally be accepted. If the Computer Misuse Act states that the editing of information online is illegal without permission, that implies that editing with permission is legal, and nothing more. Furthermore, by your logic, I have the legal right to edit Wikipedia, and remove your images... I fail to see what on earth you intend to tell your lawyer, but I don't imagine the Wikimedia board are too concerned... └''''''/talk┐ 

Ignoring the gibberish i",0
485,"""

 ARTPOP (2012 album) 

Hello, thank you for all your contributions! I make this message in good-faith. Please do not make hidden comments like this stating that an editor will be blocked if they remove a redirect. I am in no position to be asking this but I am saying this as it could turnaway new contributors (who aren't aware of the rules) feeling they have been bitten. In this case, I think a kind [user] talk page message would be more appropriate and effective. Also, you edit was reverted so I reverted it back to your version but also removed the block warning as it is not appropriate (no admin will/should block just because a user removed a redirect, specially if that hidden message was their only warning.) Feel free to correct me if wrong.Again, I write this in good faith. )  Cheers,  Huntley """,0
486,"Crown Prince 

Wouldn't it have been Prince-Elect? Denmark was a elective monarchy during this time.",0
487,"Hamish MacDonald (disambiguation)
Hello. Just to let you know that as this now only has two entries - one of this name and one with a very similar name, I have tagged it for deletion using Template:db-disambig. If you have any questions about this, please let me know. Best wishes,",0
488,"""

 My 2-cents, as someone close to the Korean-American community: It's pretty standard practice to give both an """"American"""" and a Korean name at first. I don't know for sure that that's the case here, but wouldn't be surprised. It's probably explained in her book.   """,0
489,"""

 Died in 2014 or not? 

I think it's better to settle the matter here instead of going back and forth. So, the IP user claims that the whole thing is a hoax; that she died in Europe years ago and that there's no Hawaii obit. First of all, is the """"Forevermissed"""" a user-submitted website? 24.206.199.151: Do you know her family personally or do you know somebody who knows the family? We'd like to get a more elaborate explainantion behind the claim that she's been dead years ago. I see that her supposed obituary is pretty detailed. Are the rest of the biographical information accurate, though? And the picture?  """,0
490,""" August 2007 (UTC)

Dear  The 24 hour block that you placed on my account yesterday for personal attacks has just expired, and while I must say that I was not happy about the block, I harbor no hard feelings towards you. If you check my previous contributions, you can see that I have been a productive editor on Wikipedia. I'd just like to let you know that while I was guilty of personal attacks against  and , I was goaded into doing so by these two individuals. In order to avoid future blocks, I promise not to engage in anymore personal attacks, and if I am goaded by trolls such as these two individuals, I will simply ignore them. 

 was repeatedly reverting a comment which I made concerning statements made in the Hugo Chavez article which I found to be biased. My issue with  concerns his nastiness and uncivility. He is far too possessive of articles which he has created, and he becomes very angry when edits are made to such articles. After multiple revisions of LEGITIMATE edits which I made to """"his"""" articles, I told him to leave me alone. He proceeded to foul my discussion page with unwanted and unsolicited comments. When I objected to this, he goaded me into calling him a profanity.

While I respect your role as a Wikipedia Administrator, I'd like to respectfully request that in the future, you exercise better discretion when blocking a user based on one-sided information. Thank you for your understanding!   19:53, 15""",0
491,"Links in Results 
A mess, links anywhere except the actual book.",0
492,"It wasn't me that added the Glebe Park link, though I might've wikified it. I've never actually been there, so I'm afraid I won't be of much help at the moment...though I've been meaning to go look for a while.",0
493,"Go away

Why did you revert my edit on Blowdart's user talk page? Surely thats his privelege. Users like you give wikipedia a bad name. Stop being such a busybody. 134.226.1.194",0
494,"the head  

waysssssssssss 76 pounds and feels like play dow . dont tuch them they will fall off",0
495,"Sarek of Vulcan: Unfortunately for you, you cannot ban a fact. 

Sarek of Vulcan: Unfortunately for you, you cannot ban a fact.

Fact: Lawrencenkhoo told me here on Wikipedia that companies keep their retained profits in the bank. 

Fact: That is absolutely untrue.

Fact: Sarek of Vulcan bans me for stating that. 

Fact: Sarek of Vulcan can ban me but cannot ban facts.",0
496,"Keep your chin up! Darwinism was not accepted over-night. There appears to be more sense in  the  AAT origins, than the sort-cut hypothesis that our  ancestors went from swinging in trees to the prairies (and then, eons later, take up a sedentary life style so they could edit Wikipedia and face book etc., all day). One only has to watch little kids on the beach.  The first time a wave throws them bottom-over-elbow they may well cry – but after a time,  they can't wait to get into the water again. It is as if  being at home on a sea-edge environment is hard-wired into their genes.  Unfortunately, the rise in sea level since these times means that evidence of these coastal communities may never be found.  Keep plugging away until the old hypothesis fade away.",0
497,"""""""Nazi filth"""" is impolite  04:27, 20 Jan 2004 (UTC)

""",1
498,"Interesting. I checked the other case number Kunzang Lhamo cited  which can't be used for Wiki since it's original research. But going a step further, I can't find that case number on San Bernadino's Open Access, either in civil or criminal records.",0
499,"The transcluded part of the GA review doesn't seem to update into the main talk page of the article correctly. May have to click to go to the subpage to get the most up-to-date version. Sorry, its looong. You can skim most of the content-related stuff, I guess.",0
500,"Protecting 'Causes of the 1948 Palestinian exodus' 

Hi,

Can you explain on its talk page why you protected this article?

There is some edit warring going on, but not very heavy (for the standards of this article). Also I am a participant in a mediation case, but that concerns actually only the use of one source on this page, and is irrelevant to the present edit warring.

Therefore I was wondering about your motivation.

Regards,",0
501,"Hello, I check this personal page very often. Please leave messages here on on the discussion page. Tks. 

Marvio",0
502,"""
 My thanks to you for this. I note that I am being dressed down for everything from being nice to editors I like to work with, all the way to deleting messy posts from my own talk page. Well, a mess is a mess. Again, thanks Stephen. Please don't take that as gratuitous or ingratiating
-).... imacowboy """,0
503,I don't care what you say here. I don't believe one sentence anymore.,1
504,"Anytime you want a nightcap, tell me.",0
505,"2010 Meet a Local - Vietnam TV Series, Factual / Documentary, 60mins

2010 Meet a Local - Spain TV Series, Factual / Documentary, 60mins

2009 Meet a Local - Tasmania TV Series, Factual / Documentary, 60mins

2009 Meet a Local - Ireland TV Series, Factual / Documentary, 60mins

2008 The Way - Camino de Santiago Feature, Factual / Documentary, 75mins

2008 African Stories Online, Factual / Documentary, 20mins, Overlander Multimedia for the ABC

2006 The Outback Boxing Troupe Online, Factual / Documentary, 30mins, Overlander Multimedia for the ABC, Australia, Production Company

2004 Returning Home - A Story of Ararat Online, Factual / Documentary, 20mins, Overlander Multimedia for the ABC

2001 Meet a Local - East Coast Australia TV Series, Factual / Documentary, 60mins

2001 Meet a Local - Outback Australia TV Series, Factual / Documentary, 60mins",0
506,"Globalization and 'Ivytrash' 

I am not Ivy anything.  That was my home.  I was born and raised 6 blocks from Harvard Square, and it was (once) the greatest place in this country.  I am not interested in 'globalization'.  I look at the square and see the smoking ruin of my home.  When this happens to you, I hope globalization is comfort enough for you.",0
507,"He is, self-confessed , and approved by my observations (see, e.g., history of Soviet partisan). BTW, you're the first to object ).",0
508,"And btw, speaking of the Armenian genocide, if we are to follow wikipedia conventions of most common name (and I don't agree Assyrian is the most common name as we also have proven many times before) we should change the name of the current article Assyrian genocide to Seyfo.",0
509,"""
To quote 

- If a Wikipedia article links to this page, it is because someone is concerned that the article contains inaccurate statement(s). Such statements are followed by the following warnings: """"(dubious - discuss)"""".

The accuracy of a statement may be a cause for concern if:

    * It contains unlikely information, without providing references.
    * It contains information which is particularly difficult to verify.

Please DO NOT remove my dubious reference edits as that would be against the guidelines there, wouldn't it?""",0
510,"Belarus a developed country
Hahaha, nothing more to say  82.209.225.33",0
511,"Censorship on Islamist Terrorism

Try not being a censor monger. Properly cited information should not be deleted.",0
512,"If you would like to write an article of Bill's father, including his rise to CEO of Commonwealth Edison, feel free. This article is about Bill. We're not writing a chatty, book-lenth biography about him, but stating facts - same as other biographical articles in Wikipedia. The details of his father's career are irrelevant, although his (eventual) stature as CEO is not. This is yet another issue that has already been resolved.",0
513,"""
Thanks!  Really cool tool for purposes like what I have on my userpage.  Best, Tally-ho! """,0
514,"It is funny because i would say exactly the same thing for you Astarti34  , the anonymous user with an ip from greece and the user WilliamThweatt . Accusing people , without a reason is not allowed in wikipedia . As per wikipedia rules you are free to ask for an investigation ! In fact i do kindly ask you to do so . If this vandalism persists i will seek an arbitration . I do kindly ask from any moderator , to see all the reverts , and i am confident that they will conclude that they have been mal intentioned , with a clear nationalistic agenda ... you all 3 guys have something in common , you are all greek * all 3 of you * !  (    )",0
515,"""

 =^_^= 

I just watched the entire series, and I agree, this entire article and several other in the suzumiya haruhi articles are all from a """"somebody who knows haruhi personally"""" sort of view.

So Im going to fix it.

 """,0
516,"""
Agreed, will take a stab at it. It also needs major formatting cleanup and Wikifying, it sounds too much like a fan conversation - the references are all either YouTube links or """"personal communications"""". I'm trying to at least pare down the """"BEST MUSICIAN EVER!"""" statements, could use some help with the discography section too.   """,0
517,"""
Vandalism is for e.g. this type of edit, somebody said that The Stig was leaving so I reverted it, basically I reverted it because there was no source to suggest that he was leaving, so I do know what vandalism is I just want to carry on editing Wiki, I love this place it's amazing please don't """"make me leave"""", now that I've explained myself please please unblock me (  Thanks —123 """,0
518,"""

Baer didnt invent video games. This is jewish propaganda supported by a wiki troll named, """"Goldberg"""" Go figure. 

Hey, """"goldberg"""", try educating yourself. 

https://www.youtube.com/watch?v=EfBwz_SiK8s""",0
519,"I can tell you what the argument is about here newseventsguy. It's about YOUR retroactive reversion of a simple edit trying to include secondary independent verification of sedimentary nanodiamonds in Younger Dryas sediments by Bement and Madden et al., WITHOUT DISCUSSION a reference that I notice has NOT YET been included in the reference list still, after all this time. This is after you ADMIT that you are ignorant of the peer review literature and the controversy. Any attempt to do simple reference list edits on this page have been stomped by no less that five admittedly biased and ignorant editors. The honorable thing to do here would be to recuse yourself from editing the page, as I have. But I haven't seen that happening until now. Good luck with it, you've already made complete fools of yourselves.",1
